 Gol;1.6 (EA211) Automático;2019;2019409.46;700.82;631.22;985.33;631.22;700.82;631.22;985.33;631.22;700.82
 Gol;1.6 (EA211) Automático;2020;2022641.46;700.82;631.22;985.33;631.22;700.82;631.22;985.33;631.22;700.82
 Gol;1.6 (EA211) Rallye;2016;2016409.46;789.02;631.22;1073.51;631.22;789.02;631.22;1073.51;631.22;789.02
 Golf;1.0 TSI (EA211);2017;2017390.22;914.78;611.98;914.78;611.98;914.78;611.98;914.78;611.98;914.78
 Golf;1.4 TSI (EA211);2016;2017390.22;983.70;611.98;983.70;611.98;983.70;611.98;983.70;611.98;983.70
 Golf;1.6 (EA211);2016;2016390.22;914.78;611.98;1199.27;611.98;914.78;611.98;1199.27;611.98;914.78
 Golf;1.6 (EA211) Climatronic;2016;2016390.22;914.78;611.98;1199.27;611.98;914.78;611.98;1199.27;611.98;914.78
 Golf;2.0 TSI (EA888);2016;2017472.48;1007.28;704.47;1007.28;704.47;1007.28;704.47;1007.28;704.47;1007.28
 Golf;Comfortline 200 TSI;2018;2018390.22;681.58;611.98;1192.68;611.98;681.58;611.98;1192.68;611.98;681.58
 Golf;GTE;2020;2020656.20;823.68;645.96;823.68;645.96;823.68;645.96;823.68;645.96;823.68
 Golf;GTI;2018;2019471.99;773.58;703.98;773.58;703.98;773.58;703.98;773.58;703.98;773.58
 Golf;Highline 250 TSI;2018;2018390.22;750.50;611.98;1301.41;611.98;750.50;611.98;1301.41;611.98;750.50
 Golf Variant;1.4 TSI (EA211);2016;2016359.70;1014.48;621.45;1014.48;621.45;1014.48;621.45;1014.48;621.45;1014.48
 Golf Variant;1.4 TSI (EA211);2017;2017390.56;1040.04;652.32;1040.04;652.32;1040.04;652.32;1040.04;652.32;1040.04
 Golf Variant;1.4 TSI (EA211) Climatronic;2016;2016359.70;1014.48;621.45;1014.48;621.45;1014.48;621.45;1014.48;621.45;1014.48
 Golf Variant;1.4 TSI (EA211) Climatronic;2017;2017390.56;1040.04;652.32;1040.04;652.32;1040.04;652.32;1040.04;652.32;1040.04
 Golf Variant;Comfortline 250 TSI;2018;2019390.22;802.48;651.98;1373.41;651.98;802.48;651.98;1373.41;651.98;802.48
 Golf Variant;Highline 250 TSI;2018;2019390.22;802.48;651.98;1373.41;651.98;802.48;651.98;1373.41;651.98;802.48
 Jetta;1.4 TSI (EA211);2016;2016354.96;1059.68;626.95;1059.68;626.95;1059.68;626.95;1059.68;626.95;1059.68
 Jetta;1.4 TSI (EA211);2018;2018359.70;703.05;621.45;703.05;621.45;703.05;621.45;703.05;621.45;703.05
 Jetta;1.4 TSI (EA211);2017;2017359.70;1054.18;621.45;1054.18;621.45;1054.18;621.45;1054.18;621.45;1054.18
 Jetta;1.4 TSI (EA211) Climatronic;2016;2016354.96;1040.69;607.97;1040.69;607.97;1040.69;607.97;1040.69;607.97;1040.69
 Jetta;1.4 TSI (EA211) Climatronic;2018;2018359.70;703.05;621.45;703.05;621.45;703.05;621.45;703.05;621.45;703.05
 Jetta;1.4 TSI (EA211) Climatronic;2017;2017359.70;1054.18;621.45;1054.18;621.45;1054.18;621.45;1054.18;621.45;1054.18
 Jetta;2.0 TSI (EA888);2018;2018454.75;808.36;726.76;808.36;726.76;808.36;726.76;808.36;726.76;808.36
 Jetta;2.0 TSI (EA888);2016;2017455.24;1091.04;727.25;1091.04;727.25;1091.04;727.25;1091.04;727.25;1091.04
 Nivus;200 TSI (EA211);2021;2022622.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Nivus;200 TSI (EA211) PL7;2022;2022622.22;681.58;611.98;1199.60;611.98;681.58;611.98;1199.60;611.98;681.58
 Novo Jetta;250 TSI;2018;2019390.22;802.48;651.98;1373.41;651.98;802.48;651.98;1373.41;651.98;802.48
 Novo Jetta;250 TSI;2020;2020662.22;802.48;651.98;1373.41;651.98;802.48;651.98;1373.41;651.98;802.48
 Novo Jetta;GLI;2019;2019471.99;825.60;744.00;825.60;744.00;825.60;744.00;825.60;744.00;825.60
 Novo Jetta;GLI;2020;2021744.00;825.60;744.00;825.60;744.00;825.60;744.00;825.60;744.00;825.60
 Passat;2.0 TSI (EA888);2018;2019472.00;826.89;744.01;826.89;744.01;826.89;744.01;826.89;744.01;826.89
 Passat;2.0 TSI (EA888);2016;2017472.49;1063.29;744.50;1063.29;744.50;1063.29;744.50;1063.29;744.50;1063.29
 Polo;1.0 MPI (EA211);2018;2019349.48;640.84;571.24;848.42;571.24;640.84;571.24;848.42;571.24;640.84
 Polo;1.0 MPI (EA211);2020;2022581.48;640.84;571.24;848.42;571.24;640.84;571.24;848.42;571.24;640.84
 Polo;1.0 MPI (EA211) PL7;2022;2022581.48;640.84;571.24;874.42;571.24;640.84;571.24;874.42;571.24;640.84
 Polo;1.6 MSI (EA211);2018;2019419.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Polo;1.6 MSI (EA211);2020;2022651.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Polo;1.6 MSI (EA211) Automático;2019;2019419.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Polo;1.6 MSI (EA211) Automático;2020;2022651.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Polo;1.6 MSI (EA211) Automático PL7;2022;2022651.31;710.67;641.07;1021.19;641.07;710.67;641.07;1021.19;641.07;710.67
 Polo;1.6 MSI (EA211) PL7;2022;2022651.31;710.67;641.07;1021.19;641.07;710.67;641.07;1021.19;641.07;710.67
 Polo;200 TSI (EA211);2018;2019390.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Polo;200 TSI (EA211);2020;2022622.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Polo;200 TSI (EA211) Climatronic;2018;2018390.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Polo;200 TSI (EA211) PL7;2022;2022622.22;681.58;611.98;1199.60;611.98;681.58;611.98;1199.60;611.98;681.58
 Polo;GTS;2020;2022622.22;750.50;611.98;1301.41;611.98;750.50;611.98;1301.41;611.98;750.50
 Saveiro;1.6 (EA111) com A/C;2018;2019331.62;633.22;563.62;859.62;563.62;633.22;563.62;859.62;563.62;633.22
 Saveiro;1.6 (EA111) com A/C;2016;2017331.62;721.40;563.62;947.82;563.62;721.40;563.62;947.82;563.62;721.40
 Saveiro;1.6 (EA111) com A/C;2020;2022563.62;633.22;563.62;859.62;563.62;633.22;563.62;859.62;563.62;633.22
 Saveiro;1.6 (EA111) sem A/C;2018;2019331.62;633.22;563.62;859.62;563.62;633.22;563.62;859.62;563.62;633.22
 Saveiro;1.6 (EA111) sem A/C;2016;2017331.62;633.22;563.62;859.62;563.62;633.22;563.62;859.62;563.62;656.42
 Saveiro;1.6 (EA111) sem A/C;2020;2022563.62;633.22;563.62;859.62;563.62;633.22;563.62;859.62;563.62;633.22
 Saveiro;1.6 (EA211) Cross;2018;2019422.65;714.01;644.41;998.52;644.41;714.01;644.41;998.52;644.41;714.01
 Saveiro;1.6 (EA211) Cross;2016;2017422.65;802.19;644.41;1086.72;644.41;802.19;644.41;1086.72;644.41;802.19
 Saveiro;1.6 (EA211) Cross;2020;2022654.66;714.01;644.41;998.52;644.41;714.01;644.41;998.52;644.41;714.01
 SpaceFox;1.6 (EA111);2018;2018334.14;635.74;566.14;862.14;566.14;635.74;566.14;862.14;566.14;635.74
 SpaceFox;1.6 (EA111);2016;2017334.14;723.92;566.14;950.34;566.14;723.92;566.14;950.34;566.14;723.92
 SpaceFox;1.6 (EA111) Trend;2019;2019334.14;635.74;566.14;862.14;566.14;635.74;566.14;862.14;566.14;635.74
 SpaceFox;1.6 (EA211) Cross/Highline;2018;2018425.17;716.53;646.93;1001.04;646.93;716.53;646.93;1001.04;646.93;716.53
 SpaceFox;1.6 (EA211) Cross/Highline;2016;2017425.17;804.71;646.93;1089.24;646.93;804.71;646.93;1089.24;646.93;804.71
 T-Cross;200 TSI (EA211);2020;2022622.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 T-Cross;200 TSI (EA211) PL7;2022;2022622.22;681.58;611.98;1199.60;611.98;681.58;611.98;1199.60;611.98;681.58
 T-Cross;250 TSI (EA211);2020;2022622.22;750.50;611.98;1301.41;611.98;750.50;611.98;1301.41;611.98;750.50
 T-Cross;250 TSI (EA211) PL7;2022;2022622.22;750.50;611.98;1327.42;611.98;750.50;611.98;1327.42;611.98;750.50
 Taos;250 TSI (EA211);2022;2022622.22;750.50;611.98;1327.42;611.98;750.50;611.98;1327.42;611.98;750.50
 Tiguan;1.4 TSI (EA211);2017;2017359.70;997.68;621.45;997.68;621.45;997.68;621.45;997.68;621.45;997.68
 Tiguan;1.4 TSI (EA211) Climatronic;2017;2017359.70;997.68;621.45;997.68;621.45;997.68;621.45;997.68;621.45;997.68
 Tiguan;2.0 TSI (EA888);2016;2017442.39;1021.69;714.40;1021.69;714.40;1021.69;714.40;1021.69;714.40;1021.69
 Tiguan Allspace;250 TSI;2018;2019390.22;802.48;651.98;1373.41;651.98;802.48;651.98;1373.41;651.98;802.48
 Tiguan Allspace;250 TSI;2020;2020662.22;802.48;651.98;1373.41;651.98;802.48;651.98;1373.41;651.98;802.48
 Tiguan Allspace;R-Line;2018;2019471.99;825.60;744.00;825.60;744.00;825.60;744.00;825.60;744.00;825.60
 Tiguan Allspace;R-Line;2020;2021744.00;825.60;744.00;825.60;744.00;825.60;744.00;825.60;744.00;825.60
 Touareg;3.6 V6 (EA390);2016;2017603.18;1337.78;956.79;1337.78;956.79;1337.78;956.79;1337.78;956.79;1337.78
 Touareg;4.2 V8 (EA824);2016;2017828.02;1562.62;1181.63;1562.62;1181.63;1562.62;1181.63;1562.62;1181.63;1562.62
 up!;1.0 MPI (EA211) com A/C;2018;2018352.82;644.18;574.58;851.75;574.58;644.18;574.58;851.75;574.58;644.18
 up!;1.0 MPI (EA211) com A/C;2016;2017352.82;732.36;574.58;939.96;574.58;732.36;574.58;939.96;574.58;732.36
 up!;1.0 MPI (EA211) com A/C;2019;2019362.67;654.03;584.43;861.60;584.43;654.03;584.43;861.60;584.43;654.03
 up!;1.0 MPI (EA211) com A/C;2020;2020594.68;654.03;584.43;861.60;584.43;654.03;584.43;861.60;584.43;654.03
 up!;1.0 MPI (EA211) sem A/C;2018;2018352.82;644.18;574.58;851.75;574.58;644.18;574.58;851.75;574.58;644.18
 up!;1.0 MPI (EA211) sem A/C;2016;2017352.82;667.38;574.58;874.96;574.58;667.38;574.58;874.96;574.58;667.38
 up!;1.0 TSI (EA211);2018;2018403.41;694.77;625.17;1205.87;625.17;694.77;625.17;879.69;625.17;694.77
 up!;1.0 TSI (EA211);2019;2019403.41;694.77;625.17;1205.87;625.17;694.77;625.17;1205.87;625.17;694.77
 up!;1.0 TSI (EA211);2016;2017403.41;782.95;625.17;782.95;625.17;782.95;625.17;782.95;625.17;782.95
 up!;1.0 TSI (EA211);2020;2021635.41;694.77;625.17;1186.78;625.17;694.77;625.17;1186.78;625.17;694.77
 Virtus;1.6 MSI (EA211);2018;2019419.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Virtus;1.6 MSI (EA211);2020;2022651.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Virtus;1.6 MSI (EA211) Automático;2019;2019419.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Virtus;1.6 MSI (EA211) Automático;2020;2022651.31;710.67;641.07;995.18;641.07;710.67;641.07;995.18;641.07;710.67
 Virtus;1.6 MSI (EA211) Automático PL7;2022;2022651.31;710.67;641.07;1021.19;641.07;710.67;641.07;1021.19;641.07;710.67
 Virtus;1.6 MSI (EA211) PL7;2022;2022651.31;710.67;641.07;1021.19;641.07;710.67;641.07;1021.19;641.07;710.67
 Virtus;200 TSI (EA211);2018;2019390.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Virtus;200 TSI (EA211);2020;2022622.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Virtus;200 TSI (EA211) Climatronic;2018;2018390.22;681.58;611.98;1173.59;611.98;681.58;611.98;1173.59;611.98;681.58
 Virtus;200 TSI (EA211) PL7;2022;2022622.22;681.58;611.98;1199.60;611.98;681.58;611.98;1199.60;611.98;681.58
 Virtus;GTS;2020;2022622.22;750.50;611.98;1301.41;611.98;750.50;611.98;1301.41;611.98;750.50
 Voyage;1.0 (EA211) com A/C;2018;2018339.63;630.99;561.39;838.57;561.39;630.99;561.39;838.57;561.39;630.99
 Voyage;1.0 (EA211) com A/C;2017;2017339.63;719.19;561.39;926.77;561.39;719.19;561.39;926.77;561.39;719.19
 Voyage;1.0 (EA211) sem A/C;2017;2018339.63;630.99;561.39;838.57;561.39;630.99;561.39;838.57;561.39;630.99
 Voyage;1.0 MPI (EA211);2019;2019339.63;630.99;561.39;838.57;561.39;630.99;561.39;838.57;561.39;630.99
 Voyage;1.0 MPI (EA211);2020;2022571.63;630.99;561.39;838.57;561.39;630.99;561.39;838.57;561.39;630.99
 Voyage;1.6 (EA111);2019;2019318.43;620.03;550.43;846.43;550.43;620.03;550.43;846.43;550.43;620.03
 Voyage;1.6 (EA111);2020;2022550.43;620.03;550.43;846.43;550.43;620.03;550.43;846.43;550.43;620.03
 Voyage;1.6 (EA111) com A/C;2018;2018318.43;620.03;550.43;846.43;550.43;620.03;550.43;846.43;550.43;620.03
 Voyage;1.6 (EA111) com A/C;2016;2017318.43;708.23;550.43;934.64;550.43;708.23;550.43;934.64;550.43;708.23
 Voyage;1.6 (EA111) sem A/C;2016;2017318.43;620.03;550.43;846.43;550.43;620.03;550.43;846.43;550.43;620.03
 Voyage;1.6 (EA211) Automático;2019;2019409.46;700.82;631.22;985.33;631.22;700.82;631.22;985.33;631.22;700.82
 Voyage;1.6 (EA211) Automático;2020;2022641.46;700.82;631.22;985.33;631.22;700.82;631.22;985.33;631.22;700.82

